Complexity,Loss,Equation
1,0.022644859,"0.06392381"
2,0.015635084,"square(x1)"
4,0.012236786,"square(x1 + 0.20605971)"
6,0.011963569,"square(-0.14445272 - x1) + 0.029665526"
7,0.003823512,"square(x0 + 0.0321991) - square(x0)"
