Complexity,Loss,Equation
1,6.308088e-5,"x0"
3,4.6523524e-5,"x0 + -0.0040696715"
5,7.802238e-6,"square(sqrt(x0) + -0.016500734)"
7,7.647506e-6,"square(sqrt(x0) + -0.017111175) + 0.00047763775"
