Complexity,Loss,Equation
1,0.0025139055,"-0.022495199"
4,0.00023566093,"-0.00760446 - square(x0)"
6,0.00019106656,"-0.0034533194 - square(-0.030367522 - x0)"
7,0.0001755994,"square(x1) - square(x0 - -0.06919554)"
8,6.315831e-5,"square(square(x0)) - square(x0 - -0.06383595)"
